0,1.82,0.237065,0.987656,0.935846,0.000100
Best model saved at epoch,0,with test_l2,0.935846
1,1.27,0.127207,0.665630,0.351375,0.000100
Best model saved at epoch,1,with test_l2,0.351375
2,1.27,0.035206,0.311305,0.284346,0.000100
Best model saved at epoch,2,with test_l2,0.284346
3,1.28,0.022283,0.242703,0.202197,0.000100
Best model saved at epoch,3,with test_l2,0.202197
4,1.27,0.010998,0.165146,0.141403,0.000100
Best model saved at epoch,4,with test_l2,0.141403
5,1.26,0.006602,0.119165,0.102491,0.000100
Best model saved at epoch,5,with test_l2,0.102491
6,1.26,0.004291,0.089260,0.078058,0.000100
Best model saved at epoch,6,with test_l2,0.078058
7,1.31,0.002903,0.070440,0.064010,0.000100
Best model saved at epoch,7,with test_l2,0.064010
8,1.30,0.002183,0.059569,0.054791,0.000100
Best model saved at epoch,8,with test_l2,0.054791
9,1.27,0.001803,0.052277,0.050940,0.000100
Best model saved at epoch,9,with test_l2,0.050940
10,1.26,0.001480,0.046690,0.043114,0.000100
Best model saved at epoch,10,with test_l2,0.043114
11,1.27,0.001239,0.040561,0.039438,0.000100
Best model saved at epoch,11,with test_l2,0.039438
12,1.29,0.001066,0.037207,0.035698,0.000100
Best model saved at epoch,12,with test_l2,0.035698
13,1.26,0.000914,0.034562,0.032045,0.000100
Best model saved at epoch,13,with test_l2,0.032045
14,1.26,0.000816,0.032502,0.030638,0.000100
Best model saved at epoch,14,with test_l2,0.030638
15,1.27,0.000720,0.028508,0.027369,0.000100
Best model saved at epoch,15,with test_l2,0.027369
16,1.27,0.000663,0.027090,0.028300,0.000100
17,1.27,0.000626,0.026380,0.025436,0.000100
Best model saved at epoch,17,with test_l2,0.025436
18,1.29,0.000561,0.024725,0.023272,0.000100
Best model saved at epoch,18,with test_l2,0.023272
19,1.29,0.000503,0.022633,0.021775,0.000100
Best model saved at epoch,19,with test_l2,0.021775
20,1.27,0.000453,0.021147,0.022486,0.000100
21,1.27,0.000428,0.023259,0.019854,0.000100
Best model saved at epoch,21,with test_l2,0.019854
22,1.27,0.000378,0.019525,0.019436,0.000100
Best model saved at epoch,22,with test_l2,0.019436
23,1.27,0.000354,0.019136,0.021757,0.000100
24,1.27,0.000329,0.017795,0.019543,0.000100
25,1.27,0.000295,0.016534,0.017116,0.000100
Best model saved at epoch,25,with test_l2,0.017116
26,1.30,0.000275,0.016278,0.017224,0.000100
27,1.29,0.000264,0.016638,0.018554,0.000100
28,1.28,0.000250,0.015520,0.016436,0.000100
Best model saved at epoch,28,with test_l2,0.016436
29,1.27,0.000224,0.015009,0.017035,0.000100
30,1.28,0.000205,0.015013,0.016185,0.000100
Best model saved at epoch,30,with test_l2,0.016185
31,1.26,0.000198,0.015153,0.014474,0.000100
Best model saved at epoch,31,with test_l2,0.014474
32,1.27,0.000180,0.013792,0.014306,0.000100
Best model saved at epoch,32,with test_l2,0.014306
33,1.27,0.000165,0.012926,0.013503,0.000100
Best model saved at epoch,33,with test_l2,0.013503
34,1.29,0.000156,0.013042,0.013626,0.000100
35,1.31,0.000145,0.012116,0.014035,0.000100
36,1.28,0.000140,0.012653,0.014045,0.000100
37,1.26,0.000127,0.010731,0.011920,0.000100
Best model saved at epoch,37,with test_l2,0.011920
38,1.27,0.000121,0.011345,0.011966,0.000100
39,1.26,0.000116,0.011206,0.012344,0.000100
40,1.27,0.000114,0.010783,0.011525,0.000100
Best model saved at epoch,40,with test_l2,0.011525
41,1.26,0.000097,0.010023,0.013270,0.000100
42,1.27,0.000103,0.011711,0.012819,0.000100
43,1.29,0.000103,0.012028,0.013798,0.000100
44,1.27,0.000096,0.010671,0.011183,0.000100
Best model saved at epoch,44,with test_l2,0.011183
45,1.27,0.000084,0.010087,0.009804,0.000100
Best model saved at epoch,45,with test_l2,0.009804
46,1.27,0.000080,0.010053,0.011321,0.000100
47,1.27,0.000073,0.009328,0.008970,0.000100
Best model saved at epoch,47,with test_l2,0.008970
48,1.28,0.000065,0.008858,0.011675,0.000100
49,1.26,0.000073,0.010745,0.011381,0.000050
50,1.27,0.000059,0.007988,0.008540,0.000050
Best model saved at epoch,50,with test_l2,0.008540
51,1.27,0.000054,0.007010,0.008287,0.000050
Best model saved at epoch,51,with test_l2,0.008287
52,1.27,0.000051,0.007055,0.008232,0.000050
Best model saved at epoch,52,with test_l2,0.008232
53,1.27,0.000051,0.006970,0.008088,0.000050
Best model saved at epoch,53,with test_l2,0.008088
54,1.27,0.000047,0.006486,0.007986,0.000050
Best model saved at epoch,54,with test_l2,0.007986
55,1.27,0.000047,0.006825,0.008068,0.000050
56,1.29,0.000045,0.006483,0.008053,0.000050
57,1.27,0.000045,0.006537,0.007695,0.000050
Best model saved at epoch,57,with test_l2,0.007695
58,1.28,0.000045,0.006693,0.007928,0.000050
59,1.28,0.000042,0.006498,0.007747,0.000050
60,1.28,0.000042,0.006578,0.007373,0.000050
Best model saved at epoch,60,with test_l2,0.007373
61,1.27,0.000040,0.006217,0.007832,0.000050
62,1.27,0.000039,0.006132,0.007288,0.000050
Best model saved at epoch,62,with test_l2,0.007288
63,1.28,0.000037,0.006053,0.008341,0.000050
64,1.28,0.000038,0.006131,0.007577,0.000050
65,1.27,0.000035,0.005879,0.007055,0.000050
Best model saved at epoch,65,with test_l2,0.007055
66,1.27,0.000034,0.005966,0.007722,0.000050
67,1.27,0.000036,0.006145,0.007378,0.000050
68,1.27,0.000034,0.006162,0.007919,0.000050
69,1.26,0.000033,0.006237,0.007610,0.000050
70,1.30,0.000032,0.006017,0.006700,0.000050
Best model saved at epoch,70,with test_l2,0.006700
71,1.27,0.000033,0.005972,0.006811,0.000050
72,1.26,0.000034,0.005942,0.006920,0.000050
73,1.26,0.000033,0.006042,0.006215,0.000050
Best model saved at epoch,73,with test_l2,0.006215
74,1.26,0.000031,0.005570,0.007257,0.000050
75,1.29,0.000030,0.006170,0.007157,0.000050
76,1.26,0.000028,0.005494,0.006648,0.000050
77,1.28,0.000027,0.005493,0.006994,0.000050
78,1.27,0.000029,0.006148,0.007441,0.000050
79,1.27,0.000028,0.005969,0.006671,0.000050
80,1.27,0.000027,0.005866,0.006255,0.000050
81,1.29,0.000026,0.005713,0.006729,0.000050
82,1.27,0.000025,0.005511,0.006382,0.000050
83,1.28,0.000024,0.005040,0.006221,0.000050
84,1.29,0.000026,0.005802,0.006403,0.000050
85,1.27,0.000023,0.004912,0.006002,0.000050
Best model saved at epoch,85,with test_l2,0.006002
