epoch,time,train_mse,train_l2,test_l2,learning_rate
179,26.36,0.001880,0.022527,0.030923,0.000500
Best model saved at epoch,179,with test_l2,0.030923
180,24.46,0.001922,0.022768,0.031022,0.000500
181,24.96,0.001933,0.022844,0.031045,0.000500
182,24.74,0.001906,0.022736,0.031414,0.000500
183,24.38,0.001861,0.022366,0.032768,0.000500
184,24.31,0.001841,0.022175,0.030963,0.000500
185,24.15,0.001808,0.022016,0.031004,0.000500
186,25.07,0.001977,0.023321,0.030740,0.000500
Best model saved at epoch,186,with test_l2,0.030740
187,26.98,0.001901,0.022681,0.031401,0.000500
188,35.64,0.001820,0.022110,0.030886,0.000500
189,27.00,0.001844,0.022319,0.031548,0.000500
190,24.17,0.001951,0.022931,0.031003,0.000500
191,24.22,0.001822,0.022225,0.030925,0.000500
192,24.97,0.001795,0.022018,0.030729,0.000500
Best model saved at epoch,192,with test_l2,0.030729
193,27.74,0.001827,0.022262,0.030717,0.000500
Best model saved at epoch,193,with test_l2,0.030717
194,25.27,0.001736,0.021541,0.030303,0.000500
Best model saved at epoch,194,with test_l2,0.030303
195,24.28,0.001828,0.022226,0.031163,0.000500
196,23.79,0.001832,0.022359,0.031746,0.000500
197,24.33,0.001798,0.022182,0.030272,0.000500
Best model saved at epoch,197,with test_l2,0.030272
198,33.80,0.001721,0.021453,0.030322,0.000500
199,26.84,0.001824,0.022141,0.030818,0.000250
200,23.88,0.001603,0.020545,0.029311,0.000250
Best model saved at epoch,200,with test_l2,0.029311
201,24.28,0.001545,0.020020,0.029138,0.000250
Best model saved at epoch,201,with test_l2,0.029138
202,35.20,0.001530,0.019932,0.029130,0.000250
Best model saved at epoch,202,with test_l2,0.029130
203,35.63,0.001543,0.020055,0.029308,0.000250
204,35.15,0.001515,0.019790,0.029132,0.000250
205,32.20,0.001513,0.019789,0.029182,0.000250
206,24.01,0.001505,0.019763,0.029148,0.000250
207,24.16,0.001515,0.019818,0.028878,0.000250
Best model saved at epoch,207,with test_l2,0.028878
208,24.46,0.001509,0.019774,0.029245,0.000250
209,24.45,0.001497,0.019665,0.029158,0.000250
210,24.41,0.001523,0.019894,0.029513,0.000250
211,23.91,0.001511,0.019830,0.029053,0.000250
212,24.04,0.001481,0.019590,0.028965,0.000250
213,23.96,0.001493,0.019669,0.028918,0.000250
214,24.94,0.001492,0.019649,0.029108,0.000250
215,26.26,0.001484,0.019597,0.028852,0.000250
Best model saved at epoch,215,with test_l2,0.028852
216,24.52,0.001465,0.019482,0.029161,0.000250
217,23.87,0.001461,0.019429,0.029110,0.000250
Early stopping triggered at epoch,217
