epoch,time,train_mse,train_l2,test_l2,learning_rate
326,1.24,0.000003,0.001872,0.002240,0.000002
327,1.25,0.000003,0.001869,0.002242,0.000002
328,1.24,0.000003,0.001876,0.002255,0.000002
329,1.25,0.000003,0.001866,0.002281,0.000002
330,1.26,0.000003,0.001868,0.002220,0.000002
Best model saved at epoch,330,with test_l2,0.002220
331,1.26,0.000003,0.001861,0.002222,0.000002
332,1.26,0.000003,0.001854,0.002213,0.000002
Best model saved at epoch,332,with test_l2,0.002213
333,1.25,0.000003,0.001854,0.002220,0.000002
334,1.24,0.000003,0.001846,0.002253,0.000002
335,1.25,0.000003,0.001857,0.002230,0.000002
336,1.26,0.000003,0.001845,0.002219,0.000002
337,1.25,0.000003,0.001851,0.002232,0.000002
338,1.26,0.000003,0.001845,0.002253,0.000002
339,1.24,0.000003,0.001840,0.002222,0.000002
340,1.24,0.000003,0.001851,0.002254,0.000002
341,1.26,0.000003,0.001840,0.002219,0.000002
342,1.24,0.000003,0.001836,0.002208,0.000002
Best model saved at epoch,342,with test_l2,0.002208
343,1.24,0.000003,0.001838,0.002206,0.000002
Best model saved at epoch,343,with test_l2,0.002206
344,1.24,0.000003,0.001841,0.002201,0.000002
Best model saved at epoch,344,with test_l2,0.002201
345,1.25,0.000003,0.001841,0.002203,0.000002
346,1.27,0.000003,0.001834,0.002227,0.000002
347,1.24,0.000003,0.001859,0.002240,0.000002
348,1.24,0.000003,0.001821,0.002225,0.000002
349,1.25,0.000003,0.001845,0.002213,0.000001
350,1.24,0.000003,0.001819,0.002205,0.000001
351,1.25,0.000003,0.001806,0.002190,0.000001
Best model saved at epoch,351,with test_l2,0.002190
352,1.24,0.000003,0.001800,0.002182,0.000001
Best model saved at epoch,352,with test_l2,0.002182
353,1.26,0.000003,0.001803,0.002183,0.000001
354,1.26,0.000003,0.001796,0.002180,0.000001
Best model saved at epoch,354,with test_l2,0.002180
355,1.25,0.000003,0.001801,0.002187,0.000001
356,1.24,0.000003,0.001803,0.002196,0.000001
357,1.26,0.000003,0.001802,0.002183,0.000001
358,1.24,0.000003,0.001802,0.002179,0.000001
Best model saved at epoch,358,with test_l2,0.002179
359,1.25,0.000003,0.001796,0.002176,0.000001
Best model saved at epoch,359,with test_l2,0.002176
360,1.25,0.000003,0.001799,0.002186,0.000001
361,1.26,0.000003,0.001801,0.002184,0.000001
362,1.24,0.000003,0.001796,0.002185,0.000001
363,1.24,0.000003,0.001794,0.002184,0.000001
364,1.24,0.000003,0.001796,0.002177,0.000001
365,1.25,0.000003,0.001793,0.002178,0.000001
366,1.24,0.000003,0.001790,0.002165,0.000001
Best model saved at epoch,366,with test_l2,0.002165
367,1.25,0.000003,0.001790,0.002201,0.000001
368,1.26,0.000003,0.001799,0.002225,0.000001
369,1.25,0.000003,0.001795,0.002173,0.000001
370,1.24,0.000003,0.001790,0.002170,0.000001
371,1.27,0.000003,0.001792,0.002179,0.000001
