epoch,time,train_mse,train_l2,test_l2,learning_rate
188,1.55,3.363147e-08,2.606144e-02,3.020558e-02,1.000000e-03
189,1.89,3.398275e-08,2.609231e-02,2.549826e-02,1.000000e-03
190,1.81,3.250665e-08,2.565549e-02,2.778864e-02,1.000000e-03
191,1.96,3.549018e-08,2.670716e-02,2.670848e-02,1.000000e-03
192,1.90,3.787025e-08,2.757524e-02,2.487919e-02,1.000000e-03
Best model saved at epoch,192,with test_l2,2.487919e-02
193,1.86,3.080109e-08,2.498498e-02,2.611879e-02,1.000000e-03
194,2.20,2.928868e-08,2.439049e-02,2.759893e-02,1.000000e-03
195,2.07,2.902371e-08,2.427416e-02,2.576313e-02,1.000000e-03
196,1.69,3.408040e-08,2.620707e-02,2.751212e-02,1.000000e-03
197,2.04,3.011543e-08,2.469723e-02,2.956977e-02,1.000000e-03
198,2.06,3.355075e-08,2.595505e-02,2.538286e-02,1.000000e-03
199,1.85,2.853430e-08,2.408681e-02,2.466315e-02,1.000000e-03
Best model saved at epoch,199,with test_l2,2.466315e-02
200,1.89,2.927858e-08,2.442284e-02,2.885354e-02,1.000000e-03
201,2.39,3.883149e-08,2.770099e-02,2.553964e-02,1.000000e-03
202,2.13,3.948360e-08,2.812832e-02,3.050414e-02,1.000000e-03
203,2.18,3.111767e-08,2.511674e-02,2.569627e-02,1.000000e-03
204,2.17,2.909499e-08,2.430453e-02,2.559583e-02,1.000000e-03
205,1.80,2.792871e-08,2.380299e-02,2.471628e-02,1.000000e-03
206,1.94,3.557112e-08,2.660049e-02,3.143032e-02,1.000000e-03
207,1.93,3.246495e-08,2.568050e-02,2.562730e-02,1.000000e-03
208,1.67,2.791724e-08,2.380627e-02,2.473542e-02,1.000000e-03
209,1.92,2.663589e-08,2.329520e-02,2.625405e-02,1.000000e-03
210,1.81,2.856247e-08,2.418503e-02,2.532358e-02,1.000000e-03
211,1.96,2.953458e-08,2.453796e-02,2.455488e-02,1.000000e-03
Best model saved at epoch,211,with test_l2,2.455488e-02
212,1.95,3.159801e-08,2.520593e-02,2.419518e-02,1.000000e-03
Best model saved at epoch,212,with test_l2,2.419518e-02
213,1.90,3.078587e-08,2.487600e-02,2.649793e-02,1.000000e-03
214,1.79,2.707974e-08,2.346575e-02,2.514680e-02,1.000000e-03
215,1.84,3.041915e-08,2.471601e-02,2.831937e-02,1.000000e-03
216,1.62,3.062219e-08,2.480956e-02,2.398818e-02,1.000000e-03
Best model saved at epoch,216,with test_l2,2.398818e-02
217,2.34,3.057795e-08,2.483673e-02,2.549983e-02,1.000000e-03
218,2.08,2.801807e-08,2.380226e-02,3.112727e-02,1.000000e-03
219,1.75,3.215335e-08,2.549202e-02,2.619290e-02,1.000000e-03
220,2.14,2.822976e-08,2.392925e-02,2.387956e-02,1.000000e-03
Best model saved at epoch,220,with test_l2,2.387956e-02
221,2.16,2.625635e-08,2.314186e-02,2.565498e-02,1.000000e-03
222,2.10,3.394377e-08,2.607780e-02,2.450430e-02,1.000000e-03
223,1.96,3.446442e-08,2.626032e-02,2.474392e-02,1.000000e-03
224,2.14,2.747502e-08,2.365266e-02,2.366921e-02,1.000000e-03
Best model saved at epoch,224,with test_l2,2.366921e-02
225,1.90,3.330172e-08,2.591328e-02,2.657211e-02,1.000000e-03
226,1.90,2.818093e-08,2.388434e-02,2.659608e-02,1.000000e-03
227,2.13,2.809628e-08,2.382317e-02,2.385026e-02,1.000000e-03
228,2.34,2.813758e-08,2.386590e-02,2.362475e-02,1.000000e-03
Best model saved at epoch,228,with test_l2,2.362475e-02
229,2.07,3.364904e-08,2.590585e-02,2.650437e-02,1.000000e-03
